img1,img2,label
neutral\simon_pegg\000030.jpg,sunglasses\simon_pegg_wearing_sunglasses\000014.jpg,1
neutral\michael_douglas\000018.jpg,sunglasses\john_boyega_wearing_sunglasses\000009.jpg,0
neutral\michelle_williams\000005.jpg,sunglasses\colin_farell_wearing_sunglasses\000012.jpg,0
neutral\lewis_hamilton\000002.jpg,sunglasses\robert_de_niro_wearing_sunglasses\000008.jpg,0
neutral\elon_musk\000014.jpg,sunglasses\elon_musk_wearing_sunglasses\000004.jpg,1
neutral\sebastian_vettel\000012.jpg,masked\sebastian_vettel_wearing_mask\000001.jpg,1
neutral\iga_swiatek\000019.jpg,sunglasses\josh_brolin_wearing_sunglasses\000004.jpg,0
neutral\kevin_bacon\000008.jpg,sunglasses\john_ratzenberger_wearing_sunglasses\000010.jpg,0
neutral\christian_bale\000007.jpg,sunglasses\christian_bale_wearing_sunglasses\000012.jpg,1
neutral\bernie_sanders\000007.jpg,masked\bernie_sanders_wearing_mask\000003.jpg,1
neutral\elon_musk\000023.jpg,masked\lance_stroll_wearing_mask\000002.jpg,0
neutral\emilia_clarke\000040.jpg,masked\jimmy_butler_wearing_mask\000002.jpg,0
neutral\kylian_mbappe\000005.jpg,sunglasses\kylian_mbappe_wearing_sunglasses\000007.jpg,1
neutral\willem_dafoe\000008.jpg,sunglasses\willem_dafoe_wearing_sunglasses\000008.jpg,1
neutral\gary_peters\000021.jpg,masked\gary_peters_wearing_mask\000005.jpg,1
neutral\bernie_sanders\000004.jpg,masked\bernie_sanders_wearing_mask\000010.jpg,1
neutral\tom_hardy\000009.jpg,masked\immanuel_macron_wearing_mask\000005.jpg,0
neutral\alexander_zverev\000016.jpg,masked\alexander_zverev_wearing_mask\000003.jpg,1
neutral\woody_harrelson\000001.jpg,masked\fernando_alonso_wearing_mask\000002.jpg,0
neutral\evangeline_lilly\000018.jpg,sunglasses\don_cheadle_wearing_sunglasses\000011.jpg,0
neutral\thomas_muller\000018.jpg,masked\thomas_muller_wearing_mask\000003.jpg,1
neutral\rafael_nadal\000018.jpg,sunglasses\rafael_nadal_wearing_sunglasses\000004.jpg,1
neutral\robin_williams\000005.jpg,masked\dick_durbin_wearing_mask\000003.jpg,0
neutral\manuel_neuer\000001.jpg,masked\manuel_neuer_wearing_mask\000001.jpg,1
neutral\bruno_fernandes\000019.jpg,masked\bruno_fernandes_wearing_mask\000001.jpg,1
neutral\tom_hardy\000011.jpg,sunglasses\tom_hardy_wearing_sunglasses\000013.jpg,1
neutral\daniil_medvedev\000001.jpg,masked\daniel_ricciardo_wearing_mask\000004.jpg,0
neutral\sebastian_vettel\000008.jpg,sunglasses\gary_peters_wearing_sunglasses\000002.jpg,0
neutral\patrick_leahy\000014.jpg,masked\patrick_leahy_wearing_mask\000009.jpg,1
neutral\morgan_freeman\000008.jpg,sunglasses\elizabeth_warren_wearing_sunglasses\000001.jpg,0
neutral\esteban_ocon\000021.jpg,masked\patrick_leahy_wearing_mask\000006.jpg,0
neutral\steve_buscemi\000009.jpg,sunglasses\steve_buscemi_wearing_sunglasses\000004.jpg,1
neutral\neymar\000014.jpg,masked\neymar_wearing_mask\000007.jpg,1
neutral\fernando_alonso\000005.jpg,masked\fernando_alonso_wearing_mask\000001.jpg,1
neutral\rafael_nadal\000013.jpg,masked\rafael_nadal_wearing_mask\000008.jpg,1
neutral\roger_federer\000013.jpg,masked\roger_federer_wearing_mask\000001.jpg,1
neutral\brie_larson\000011.jpg,sunglasses\brie_larson_wearing_sunglasses\000027.jpg,1
neutral\rami_malek\000016.jpg,sunglasses\david_alaba_wearing_sunglasses\000004.jpg,0
neutral\bruce_willis\000014.jpg,sunglasses\bruce_willis_wearing_sunglasses\000008.jpg,1
neutral\petra_kvitova\000009.jpg,sunglasses\petra_kvitova_wearing_sunglasses\000001.jpg,1
neutral\yuki_tsunoda\000007.jpg,sunglasses\yuki_tsunoda_wearing_sunglasses\000001.jpg,1
neutral\jack_nicholson\000008.jpg,masked\amy_klobuchar_wearing_mask\000001.jpg,0
neutral\simon_pegg\000053.jpg,sunglasses\christian_bale_wearing_sunglasses\000004.jpg,0
neutral\ben_mendelsohn\000023.jpg,sunglasses\anne_hathaway_wearing_sunglasses\000029.jpg,0
neutral\joe_biden\000021.jpg,masked\joe_biden_wearing_mask\000026.jpg,1
neutral\dwayne_johnson\000015.jpg,sunglasses\dwayne_johnson_wearing_sunglasses\000062.jpg,1
neutral\bill_gates\000016.jpg,masked\mark_zuckerberg_wearing_mask\000001.jpg,0
neutral\debbie_stabenow\000017.jpg,masked\debbie_stabenow_wearing_mask\000001.jpg,1
neutral\jack_nicholson\000008.jpg,masked\stefanos_tsitsipas_wearing_mask\000001.jpg,0
neutral\gwyneth_paltrow\000017.jpg,sunglasses\gwyneth_paltrow_wearing_sunglasses\000018.jpg,1
neutral\mark_ruffalo\000010.jpg,masked\jayson_tatum_wearing_mask\000001.jpg,0
neutral\donnie_yen\000035.jpg,sunglasses\donnie_yen_wearing_sunglasses\000007.jpg,1
neutral\kylian_mbappe\000022.jpg,masked\kylian_mbappe_wearing_mask\000002.jpg,1
neutral\harrison_ford\000018.jpg,sunglasses\harrison_ford_wearing_sunglasses\000001.jpg,1
neutral\alexander_zverev\000001.jpg,sunglasses\colin_farell_wearing_sunglasses\000017.jpg,0
neutral\chuck_schumer\000004.jpg,masked\chuck_schumer_wearing_mask\000001.jpg,1
neutral\kamala_haris\000025.jpg,masked\kamala_haris_wearing_mask\000005.jpg,1
neutral\elizabeth_warren\000003.jpg,sunglasses\hasan_salihamidzic_wearing_sunglasses\000003.jpg,0
neutral\mark_warner\000014.jpg,sunglasses\jack_nicholson_wearing_sunglasses\000003.jpg,0
neutral\evangeline_lilly\000019.jpg,sunglasses\evangeline_lilly_wearing_sunglasses\000001.jpg,1
neutral\vin_diesel\000006.jpg,sunglasses\mark_hamill_wearing_sunglasses\000005.jpg,0
neutral\david_alaba\000026.jpg,masked\david_alaba_wearing_mask\000002.jpg,1
neutral\ben_mendelsohn\000043.jpg,sunglasses\christopher_walken_wearing_sunglasses\000002.jpg,0
neutral\naomi_osaka\000009.jpg,sunglasses\naomi_osaka_wearing_sunglasses\000001.jpg,1
neutral\chris_hemsworth\000018.jpg,sunglasses\chris_hemsworth_wearing_sunglasses\000040.jpg,1
neutral\joshua_kimmich\000006.jpg,sunglasses\joshua_kimmich_wearing_sunglasses\000001.jpg,1
neutral\justin_trudeau\000001.jpg,masked\justin_trudeau_wearing_mask\000009.jpg,1
neutral\paul_bettany\000005.jpg,sunglasses\paul_bettany_wearing_sunglasses\000016.jpg,1
neutral\roger_federer\000004.jpg,sunglasses\roger_federer_wearing_sunglasses\000005.jpg,1
neutral\mark_zuckerberg\000015.jpg,masked\mark_zuckerberg_wearing_mask\000001.jpg,1
neutral\jeremy_renner\000012.jpg,sunglasses\jeremy_renner_wearing_sunglasses\000015.jpg,1
neutral\dick_durbin\000020.jpg,masked\dick_durbin_wearing_mask\000004.jpg,1
neutral\evangeline_lilly\000009.jpg,sunglasses\alexander_zverev_wearing_sunglasses\000002.jpg,0
neutral\emilia_clarke\000031.jpg,masked\novak_djokovic_wearing_mask\000004.jpg,0
neutral\robert_de_niro\000015.jpg,masked\david_alaba_wearing_mask\000001.jpg,0
neutral\adrien_brody\000021.jpg,sunglasses\robin_williams_wearing_sunglasses\000006.jpg,0
neutral\esteban_ocon\000005.jpg,sunglasses\jason_statham_wearing_sunglasses\000047.jpg,0
neutral\dick_durbin\000010.jpg,sunglasses\benedict_cumberbatch_wearing_sunglasses\000046.jpg,0
neutral\rami_malek\000023.jpg,sunglasses\rami_malek_wearing_sunglasses\000021.jpg,1
neutral\virgil_van_dijk\000007.jpg,sunglasses\virgil_van_dijk_wearing_sunglasses\000012.jpg,1
neutral\chris_pratt\000035.jpg,sunglasses\simon_pegg_wearing_sunglasses\000014.jpg,0
neutral\amy_klobuchar\000002.jpg,masked\amy_klobuchar_wearing_mask\000007.jpg,1
neutral\debbie_stabenow\000009.jpg,sunglasses\elon_musk_wearing_sunglasses\000002.jpg,0
neutral\lebron_james\000010.jpg,masked\lebron_james_wearing_mask\000001.jpg,1
neutral\woody_harrelson\000009.jpg,sunglasses\woody_harrelson_wearing_sunglasses\000010.jpg,1
neutral\daniel_ricciardo\000005.jpg,sunglasses\roger_federer_wearing_sunglasses\000001.jpg,0
neutral\novak_djokovic\000004.jpg,sunglasses\novak_djokovic_wearing_sunglasses\000001.jpg,1
neutral\brie_larson\000016.jpg,sunglasses\brie_larson_wearing_sunglasses\000007.jpg,1
neutral\nicolas_cage\000002.jpg,sunglasses\nicolas_cage_wearing_sunglasses\000015.jpg,1
neutral\benedict_cumberbatch\000033.jpg,sunglasses\benedict_cumberbatch_wearing_sunglasses\000031.jpg,1
neutral\michael_douglas\000005.jpg,sunglasses\laurence_fishburne_wearing_sunglasses\000003.jpg,0
neutral\rami_malek\000012.jpg,sunglasses\zendaya_wearing_sunglasses\000010.jpg,0
neutral\simona_halep\000013.jpg,masked\simona_halep_wearing_mask\000002.jpg,1
neutral\justin_trudeau\000004.jpg,masked\justin_trudeau_wearing_mask\000007.jpg,1
neutral\joe_manchin\000022.jpg,masked\joe_manchin_wearing_mask\000010.jpg,1
neutral\kiki_bertens\000020.jpg,sunglasses\joaquin_phoenix_wearing_sunglasses\000011.jpg,0
neutral\dwayne_johnson\000028.jpg,sunglasses\jayson_tatum_wearing_sunglasses\000003.jpg,0
neutral\jean_castex\000013.jpg,masked\justin_trudeau_wearing_mask\000005.jpg,0
neutral\george_russell\000027.jpg,masked\george_russell_wearing_mask\000001.jpg,1
neutral\carlos_sainz\000006.jpg,masked\carlos_sainz_wearing_mask\000001.jpg,1
neutral\james_mcavoy\000038.jpg,sunglasses\james_mcavoy_wearing_sunglasses\000002.jpg,1
neutral\naomi_scott\000056.jpg,sunglasses\naomi_scott_wearing_sunglasses\000003.jpg,1
neutral\rami_malek\000004.jpg,masked\nikita_mazepin_wearing_mask\000002.jpg,0
neutral\naomi_scott\000024.jpg,sunglasses\anne_hathaway_wearing_sunglasses\000019.jpg,0
neutral\cory_booker\000006.jpg,masked\donald_trump_wearing_mask\000005.jpg,0
neutral\daniil_medvedev\000002.jpg,masked\daniil_medvedev_wearing_mask\000002.jpg,1
neutral\rami_malek\000014.jpg,sunglasses\alain_delon_wearing_sunglasses\000004.jpg,0
neutral\andrey_rublev\000003.jpg,masked\andrey_rublev_wearing_mask\000005.jpg,1
neutral\michael_keaton\000011.jpg,masked\manuel_neuer_wearing_mask\000004.jpg,0
neutral\michael_keaton\000016.jpg,masked\chuck_schumer_wearing_mask\000021.jpg,0
neutral\kiki_bertens\000008.jpg,sunglasses\emilia_clarke_wearing_sunglasses\000001.jpg,0
neutral\elon_musk\000036.jpg,masked\elon_musk_wearing_mask\000009.jpg,1
neutral\novak_djokovic\000002.jpg,sunglasses\novak_djokovic_wearing_sunglasses\000002.jpg,1
neutral\cory_booker\000024.jpg,masked\cory_booker_wearing_mask\000005.jpg,1
neutral\simon_pegg\000027.jpg,masked\carlos_sainz_wearing_mask\000001.jpg,0
neutral\donald_trump\000028.jpg,masked\donald_trump_wearing_mask\000006.jpg,1
neutral\novak_djokovic\000002.jpg,masked\novak_djokovic_wearing_mask\000001.jpg,1
neutral\hasan_salihamidzic\000013.jpg,sunglasses\hasan_salihamidzic_wearing_sunglasses\000002.jpg,1
neutral\lionel_messi\000006.jpg,masked\lionel_messi_wearing_mask\000002.jpg,1
neutral\patrick_leahy\000005.jpg,masked\patrick_leahy_wearing_mask\000010.jpg,1
neutral\tom_hiddleston\000013.jpg,sunglasses\tom_hiddleston_wearing_sunglasses\000023.jpg,1
neutral\meryl_streep\000042.jpg,sunglasses\john_ratzenberger_wearing_sunglasses\000010.jpg,0
neutral\immanuel_macron\000011.jpg,masked\immanuel_macron_wearing_mask\000023.jpg,1
neutral\harrison_ford\000015.jpg,masked\elizabeth_warren_wearing_mask\000002.jpg,0
neutral\dwayne_johnson\000052.jpg,masked\joe_biden_wearing_mask\000033.jpg,0
neutral\jamie_lee_curtis\000009.jpg,sunglasses\jamie_lee_curtis_wearing_sunglasses\000003.jpg,1
neutral\lewis_hamilton\000012.jpg,masked\lewis_hamilton_wearing_mask\000002.jpg,1
neutral\mark_zuckerberg\000026.jpg,masked\jayson_tatum_wearing_mask\000001.jpg,0
neutral\jeff_bridges\000010.jpg,masked\donald_trump_wearing_mask\000001.jpg,0
neutral\donald_trump\000014.jpg,masked\donald_trump_wearing_mask\000008.jpg,1
neutral\dwayne_johnson\000040.jpg,sunglasses\amber_heard_wearing_sunglasses\000007.jpg,0
neutral\karim_benzema\000010.jpg,masked\lionel_messi_wearing_mask\000002.jpg,0
neutral\joe_manchin\000024.jpg,masked\roger_federer_wearing_mask\000002.jpg,0
neutral\brad_pitt\000007.jpg,sunglasses\elon_musk_wearing_sunglasses\000003.jpg,0
neutral\patrick_leahy\000015.jpg,masked\patrick_leahy_wearing_mask\000007.jpg,1
neutral\robert_pattinson\000014.jpg,sunglasses\robert_pattinson_wearing_sunglasses\000015.jpg,1
neutral\fernando_alonso\000009.jpg,sunglasses\fernando_alonso_wearing_sunglasses\000007.jpg,1
neutral\harrison_ford\000020.jpg,sunglasses\liam_neeson_wearing_sunglasses\000007.jpg,0
neutral\daniel_ricciardo\000011.jpg,sunglasses\jamie_lee_curtis_wearing_sunglasses\000005.jpg,0
neutral\evangeline_lilly\000004.jpg,sunglasses\chris_pratt_wearing_sunglasses\000013.jpg,0
neutral\chris_evans\000046.jpg,sunglasses\jeremy_renner_wearing_sunglasses\000016.jpg,0
neutral\jayson_tatum\000008.jpg,masked\jayson_tatum_wearing_mask\000001.jpg,1
neutral\lebron_james\000015.jpg,masked\lebron_james_wearing_mask\000001.jpg,1
neutral\nikita_mazepin\000007.jpg,masked\nikita_mazepin_wearing_mask\000004.jpg,1
neutral\rami_malek\000002.jpg,sunglasses\rami_malek_wearing_sunglasses\000007.jpg,1
neutral\edward_norton\000011.jpg,sunglasses\chuck_schumer_wearing_sunglasses\000002.jpg,0
neutral\lance_stroll\000023.jpg,masked\carlos_sainz_wearing_mask\000001.jpg,0
neutral\michael_douglas\000005.jpg,masked\lionel_messi_wearing_mask\000001.jpg,0
neutral\mark_zuckerberg\000008.jpg,sunglasses\mark_zuckerberg_wearing_sunglasses\000001.jpg,1
neutral\evangeline_lilly\000027.jpg,sunglasses\samuel_l._jackson_wearing_sunglasses\000007.jpg,0
neutral\val_kilmer\000006.jpg,sunglasses\val_kilmer_wearing_sunglasses\000001.jpg,1
neutral\robert_pattinson\000017.jpg,sunglasses\john_boyega_wearing_sunglasses\000011.jpg,0
neutral\elizabeth_warren\000013.jpg,masked\elizabeth_warren_wearing_mask\000001.jpg,1
neutral\lance_stroll\000011.jpg,masked\lance_stroll_wearing_mask\000003.jpg,1
neutral\arnold_schwarzenegger\000013.jpg,sunglasses\meryl_streep_wearing_sunglasses\000014.jpg,0
neutral\morgan_freeman\000007.jpg,sunglasses\morgan_freeman_wearing_sunglasses\000006.jpg,1
neutral\naomi_osaka\000020.jpg,masked\jayson_tatum_wearing_mask\000001.jpg,0
neutral\andrey_rublev\000017.jpg,sunglasses\brad_pitt_wearing_sunglasses\000042.jpg,0
neutral\jeff_bridges\000024.jpg,masked\manuel_neuer_wearing_mask\000004.jpg,0
neutral\neymar\000019.jpg,masked\naomi_osaka_wearing_mask\000046.jpg,0
neutral\kevin_spacey\000012.jpg,sunglasses\naomi_scott_wearing_sunglasses\000005.jpg,0
neutral\fahrettin_koca\000012.jpg,masked\fahrettin_koca_wearing_mask\000001.jpg,1
neutral\david_alaba\000016.jpg,sunglasses\mel_gibson_wearing_sunglasses\000003.jpg,0
neutral\christopher_walken\000008.jpg,sunglasses\thomas_muller_wearing_sunglasses\000001.jpg,0
neutral\jean_castex\000011.jpg,masked\jean_castex_wearing_mask\000008.jpg,1
neutral\ilhan_omar\000006.jpg,masked\virgil_van_dijk_wearing_mask\000001.jpg,0
neutral\michael_b_jordan\000053.jpg,sunglasses\michael_b_jordan_wearing_sunglasses\000019.jpg,1
neutral\robert_downey_jr\000026.jpg,sunglasses\bryce_dallas_howard_wearing_sunglasses\000005.jpg,0
neutral\giannis_antetokounmpo\000009.jpg,sunglasses\benedict_cumberbatch_wearing_sunglasses\000005.jpg,0
neutral\arnold_schwarzenegger\000003.jpg,masked\elizabeth_warren_wearing_mask\000001.jpg,0
neutral\esteban_ocon\000002.jpg,sunglasses\esteban_ocon_wearing_sunglasses\000008.jpg,1
neutral\esteban_ocon\000005.jpg,masked\esteban_ocon_wearing_mask\000002.jpg,1
neutral\evangeline_lilly\000002.jpg,sunglasses\evangeline_lilly_wearing_sunglasses\000014.jpg,1
neutral\joaquin_phoenix\000007.jpg,sunglasses\joaquin_phoenix_wearing_sunglasses\000006.jpg,1
neutral\jean_castex\000014.jpg,masked\jean_castex_wearing_mask\000001.jpg,1
neutral\bruno_fernandes\000026.jpg,sunglasses\bruno_fernandes_wearing_sunglasses\000001.jpg,1
neutral\paul_bettany\000031.jpg,sunglasses\paul_bettany_wearing_sunglasses\000024.jpg,1
neutral\tom_hardy\000009.jpg,sunglasses\elon_musk_wearing_sunglasses\000002.jpg,0
neutral\john_boyega\000024.jpg,sunglasses\john_boyega_wearing_sunglasses\000006.jpg,1
neutral\chris_pratt\000048.jpg,sunglasses\chris_pratt_wearing_sunglasses\000009.jpg,1
neutral\joshua_kimmich\000006.jpg,masked\joshua_kimmich_wearing_mask\000008.jpg,1
neutral\rafael_nadal\000003.jpg,masked\rafael_nadal_wearing_mask\000008.jpg,1
neutral\joshua_kimmich\000008.jpg,masked\joshua_kimmich_wearing_mask\000007.jpg,1
neutral\johnny_depp\000007.jpg,sunglasses\chris_pratt_wearing_sunglasses\000018.jpg,0
neutral\virgil_van_dijk\000015.jpg,masked\virgil_van_dijk_wearing_mask\000001.jpg,1
neutral\simon_pegg\000054.jpg,masked\guiseppe_marotta_wearing_mask\000001.jpg,0
neutral\christopher_walken\000007.jpg,masked\joe_manchin_wearing_mask\000012.jpg,0
neutral\john_travolta\000016.jpg,sunglasses\john_travolta_wearing_sunglasses\000003.jpg,1
neutral\stefanos_tsitsipas\000008.jpg,sunglasses\stefanos_tsitsipas_wearing_sunglasses\000002.jpg,1
neutral\scarlett_johansson\000044.jpg,sunglasses\scarlett_johansson_wearing_sunglasses\000009.jpg,1
neutral\novak_djokovic\000015.jpg,sunglasses\novak_djokovic_wearing_sunglasses\000002.jpg,1
neutral\heath_ledger\000007.jpg,sunglasses\heath_ledger_wearing_sunglasses\000010.jpg,1
neutral\cory_booker\000018.jpg,masked\cory_booker_wearing_mask\000005.jpg,1
neutral\mark_zuckerberg\000021.jpg,sunglasses\mark_zuckerberg_wearing_sunglasses\000001.jpg,1
neutral\rafael_nadal\000009.jpg,masked\rafael_nadal_wearing_mask\000010.jpg,1
neutral\lebron_james\000007.jpg,masked\lebron_james_wearing_mask\000005.jpg,1
neutral\pom_klementieff\000029.jpg,sunglasses\pom_klementieff_wearing_sunglasses\000002.jpg,1
neutral\stefanos_tsitsipas\000021.jpg,sunglasses\mark_ruffalo_wearing_sunglasses\000003.jpg,0
neutral\joaquin_phoenix\000006.jpg,masked\fahrettin_koca_wearing_mask\000002.jpg,0
neutral\yuki_tsunoda\000014.jpg,sunglasses\t_j_miller_wearing_sunglasses\000002.jpg,0
neutral\amber_heard\000006.jpg,sunglasses\guiseppe_marotta_wearing_sunglasses\000004.jpg,0
neutral\jake_gyllenhaal\000003.jpg,masked\diego_schwartzman_wearing_mask\000003.jpg,0
neutral\recep_tayip_erdogan\000011.jpg,masked\recep_tayip_erdogan_wearing_mask\000004.jpg,1
neutral\russell_crowe\000007.jpg,sunglasses\jimmy_butler_wearing_sunglasses\000005.jpg,0
neutral\laurence_fishburne\000023.jpg,sunglasses\robin_williams_wearing_sunglasses\000002.jpg,0
neutral\john_goodman\000021.jpg,masked\joe_manchin_wearing_mask\000002.jpg,0
neutral\amy_klobuchar\000014.jpg,sunglasses\daniel_ricciardo_wearing_sunglasses\000006.jpg,0
neutral\robert_downey_jr\000044.jpg,masked\james_harden_wearing_mask\000004.jpg,0
neutral\jake_gyllenhaal\000011.jpg,masked\immanuel_macron_wearing_mask\000006.jpg,0
neutral\dominic_thiem\000001.jpg,masked\dominic_thiem_wearing_mask\000001.jpg,1
neutral\petra_kvitova\000002.jpg,sunglasses\emilia_clarke_wearing_sunglasses\000035.jpg,0
neutral\serena_williams\000016.jpg,sunglasses\serena_williams_wearing_sunglasses\000006.jpg,1
neutral\joshua_kimmich\000001.jpg,masked\joshua_kimmich_wearing_mask\000007.jpg,1
neutral\immanuel_macron\000021.jpg,sunglasses\immanuel_macron_wearing_sunglasses\000002.jpg,1
neutral\sebastian_stan\000024.jpg,sunglasses\sebastian_stan_wearing_sunglasses\000020.jpg,1
neutral\robert_pattinson\000021.jpg,sunglasses\robert_pattinson_wearing_sunglasses\000007.jpg,1
neutral\jared_leto\000003.jpg,sunglasses\liam_neeson_wearing_sunglasses\000006.jpg,0
neutral\serena_williams\000020.jpg,sunglasses\george_russell_wearing_sunglasses\000016.jpg,0
neutral\john_ratzenberger\000014.jpg,sunglasses\colin_farell_wearing_sunglasses\000005.jpg,0
neutral\nikita_mazepin\000013.jpg,masked\fernando_alonso_wearing_mask\000002.jpg,0
neutral\lance_stroll\000003.jpg,masked\lance_stroll_wearing_mask\000003.jpg,1
neutral\daniel_ricciardo\000007.jpg,sunglasses\daniel_ricciardo_wearing_sunglasses\000010.jpg,1
neutral\charles_leclerc\000017.jpg,masked\petra_kvitova_wearing_mask\000005.jpg,0
neutral\mohamed_salah\000011.jpg,masked\mohamed_salah_wearing_mask\000003.jpg,1
neutral\recep_tayip_erdogan\000004.jpg,masked\recep_tayip_erdogan_wearing_mask\000003.jpg,1
neutral\chuck_schumer\000007.jpg,sunglasses\jake_gyllenhaal_wearing_sunglasses\000021.jpg,0
neutral\colin_farell\000039.jpg,sunglasses\lebron_james_wearing_sunglasses\000005.jpg,0
neutral\karen_gillan\000037.jpg,sunglasses\neymar_wearing_sunglasses\000018.jpg,0
neutral\michael_keaton\000001.jpg,sunglasses\harrison_ford_wearing_sunglasses\000002.jpg,0
neutral\margot_robbie\000031.jpg,sunglasses\tom_hiddleston_wearing_sunglasses\000005.jpg,0
neutral\novak_djokovic\000014.jpg,masked\manuel_neuer_wearing_mask\000002.jpg,0
neutral\chris_evans\000026.jpg,masked\serena_williams_wearing_mask\000002.jpg,0
neutral\rafael_nadal\000002.jpg,masked\rafael_nadal_wearing_mask\000004.jpg,1
neutral\carlos_sainz\000031.jpg,sunglasses\carlos_sainz_wearing_sunglasses\000005.jpg,1
neutral\t_j_miller\000049.jpg,sunglasses\t_j_miller_wearing_sunglasses\000001.jpg,1
neutral\nicole_kidman\000001.jpg,masked\manuel_neuer_wearing_mask\000001.jpg,0
neutral\jayson_tatum\000008.jpg,masked\jayson_tatum_wearing_mask\000001.jpg,1
neutral\justin_trudeau\000021.jpg,masked\fahrettin_koca_wearing_mask\000001.jpg,0
neutral\samuel_l._jackson\000048.jpg,sunglasses\samuel_l._jackson_wearing_sunglasses\000011.jpg,1
neutral\ed_harris\000013.jpg,sunglasses\michael_b_jordan_wearing_sunglasses\000011.jpg,0
neutral\meryl_streep\000035.jpg,sunglasses\meryl_streep_wearing_sunglasses\000006.jpg,1
neutral\anthony_davis\000024.jpg,sunglasses\antonio_banderas_wearing_sunglasses\000004.jpg,0
neutral\debbie_stabenow\000024.jpg,masked\debbie_stabenow_wearing_mask\000003.jpg,1
neutral\steve_buscemi\000006.jpg,masked\elon_musk_wearing_mask\000002.jpg,0
neutral\neymar\000001.jpg,masked\joshua_kimmich_wearing_mask\000007.jpg,0
neutral\adrien_brody\000003.jpg,sunglasses\mohamed_salah_wearing_sunglasses\000004.jpg,0
neutral\robert_downey_jr\000050.jpg,sunglasses\robert_downey_jr_wearing_sunglasses\000029.jpg,1
neutral\david_alaba\000025.jpg,masked\dick_durbin_wearing_mask\000003.jpg,0
neutral\denzel_washington\000010.jpg,sunglasses\arnold_schwarzenegger_wearing_sunglasses\000016.jpg,0
neutral\josh_brolin\000056.jpg,sunglasses\antonio_banderas_wearing_sunglasses\000004.jpg,0
neutral\yuki_tsunoda\000017.jpg,sunglasses\virgil_van_dijk_wearing_sunglasses\000011.jpg,0
neutral\hasan_salihamidzic\000009.jpg,sunglasses\roger_federer_wearing_sunglasses\000001.jpg,0
neutral\virgil_van_dijk\000017.jpg,sunglasses\colin_firth_wearing_sunglasses\000010.jpg,0
neutral\elon_musk\000002.jpg,sunglasses\elon_musk_wearing_sunglasses\000001.jpg,1
neutral\johnny_depp\000005.jpg,sunglasses\johnny_depp_wearing_sunglasses\000006.jpg,1
neutral\kylian_mbappe\000002.jpg,masked\kylian_mbappe_wearing_mask\000003.jpg,1
neutral\sebastian_stan\000016.jpg,masked\dominic_thiem_wearing_mask\000001.jpg,0
neutral\elizabeth_olsen\000017.jpg,sunglasses\dwayne_johnson_wearing_sunglasses\000074.jpg,0
neutral\karen_gillan\000047.jpg,sunglasses\karen_gillan_wearing_sunglasses\000013.jpg,1
neutral\debbie_stabenow\000019.jpg,masked\debbie_stabenow_wearing_mask\000005.jpg,1
neutral\nick_nolte\000001.jpg,sunglasses\michelle_pfeiffer_wearing_sunglasses\000006.jpg,0
neutral\george_clooney\000010.jpg,sunglasses\bruno_fernandes_wearing_sunglasses\000001.jpg,0
neutral\elizabeth_olsen\000039.jpg,sunglasses\steve_buscemi_wearing_sunglasses\000003.jpg,0
neutral\paul_rudd\000012.jpg,sunglasses\paul_rudd_wearing_sunglasses\000011.jpg,1
neutral\lewis_hamilton\000005.jpg,sunglasses\lewis_hamilton_wearing_sunglasses\000001.jpg,1
neutral\colin_farell\000003.jpg,sunglasses\nikita_mazepin_wearing_sunglasses\000002.jpg,0
neutral\jamie_lee_curtis\000025.jpg,sunglasses\jamie_lee_curtis_wearing_sunglasses\000011.jpg,1
neutral\neymar\000026.jpg,masked\neymar_wearing_mask\000001.jpg,1
neutral\emilia_clarke\000018.jpg,masked\sebastian_vettel_wearing_mask\000007.jpg,0
neutral\naomi_scott\000025.jpg,masked\mohamed_salah_wearing_mask\000001.jpg,0
neutral\justin_theroux\000005.jpg,sunglasses\naomi_scott_wearing_sunglasses\000002.jpg,0
neutral\iga_swiatek\000002.jpg,sunglasses\chuck_schumer_wearing_sunglasses\000002.jpg,0
neutral\mohamed_salah\000024.jpg,masked\mohamed_salah_wearing_mask\000001.jpg,1
neutral\daniil_medvedev\000002.jpg,masked\amy_klobuchar_wearing_mask\000002.jpg,0
neutral\yuki_tsunoda\000013.jpg,masked\fahrettin_koca_wearing_mask\000002.jpg,0
neutral\robert_pattinson\000013.jpg,masked\joe_biden_wearing_mask\000032.jpg,0
neutral\mel_gibson\000015.jpg,sunglasses\mel_gibson_wearing_sunglasses\000001.jpg,1
neutral\george_russell\000001.jpg,masked\roger_federer_wearing_mask\000002.jpg,0
neutral\lebron_james\000012.jpg,masked\lebron_james_wearing_mask\000004.jpg,1
neutral\jean_castex\000006.jpg,masked\recep_tayip_erdogan_wearing_mask\000004.jpg,0
neutral\christopher_walken\000004.jpg,masked\sebastian_vettel_wearing_mask\000005.jpg,0
neutral\daniil_medvedev\000001.jpg,masked\daniil_medvedev_wearing_mask\000001.jpg,1
neutral\jimmy_butler\000019.jpg,masked\giannis_antetokounmpo_wearing_mask\000002.jpg,0
neutral\carlos_sainz\000027.jpg,masked\carlos_sainz_wearing_mask\000001.jpg,1
neutral\alexander_zverev\000015.jpg,masked\zlatan_ibrahimovic_wearing_mask\000004.jpg,0
